rcid,session,vote,ccode
462,11,1,100
462,11,1,130
462,11,1,135
462,11,9,439
462,11,9,517
463,11,9,265
464,11,1,770
465,11,9,344
465,11,9,860
466,11,9,58
466,11,3,235
466,11,9,352
466,11,1,365
466,11,9,411
466,11,1,651
467,11,2,100
467,11,9,223
467,11,1,290
467,11,9,346
467,11,9,541
467,11,9,591
467,11,3,770
467,11,9,940
468,11,9,344
468,11,3,600
468,11,9,701
468,11,9,940
469,11,3,660
469,11,2,666
470,11,9,56
470,11,1,210
470,11,9,712
470,11,9,781
471,11,1,235
471,11,2,616
471,11,2,790
472,11,1,101
472,11,3,370
472,11,2,750
473,11,2,42
473,11,3,205
473,11,9,580
473,11,1,775
474,11,1,811
475,11,9,331
475,11,9,516
476,11,3,90
476,11,9,346
476,11,3,385
476,11,3,450
476,11,9,461
476,11,9,500
476,11,9,570
477,11,3,150
477,11,9,439
477,11,9,541
477,11,9,590
477,11,9,698
477,11,3,811
478,11,9,580
479,11,1,790
480,11,9,402
480,11,9,522
480,11,9,551
481,11,1,385
481,11,9,712
482,11,9,54
482,11,9,55
482,11,9,540
483,11,1,2
483,11,9,56
483,11,9,352
483,11,9,420
484,11,9,56
484,11,9,553
485,11,9,411
485,11,9,433
486,11,1,20
486,11,9,349
486,11,9,438
487,11,9,57
487,11,9,60
487,11,1,93
487,11,9,349
487,11,1,369
488,11,9,58
488,11,1,94
488,11,9,343
488,11,9,451
488,11,9,626
488,11,2,652
489,11,9,55
489,11,9,439
490,11,1,290
490,11,9,581
490,11,9,690
490,11,9,696
490,11,9,781
490,11,1,850
491,11,1,100
491,11,9,591
492,11,9,372
492,11,9,820
493,11,9,367
493,11,1,666
494,11,1,41
494,11,9,522
495,11,9,482
495,11,9,781
496,11,1,230
496,11,1,290
496,11,9,403
496,11,9,451
496,11,9,771
497,11,1,385
498,11,1,20
498,11,1,155
498,11,9,483
498,11,1,560
499,11,3,40
499,11,1,92
499,11,3,385
499,11,9,704
499,11,3,920
500,11,9,349
500,11,9,581
500,11,9,990
501,11,1,95
501,11,9,435
501,11,9,490
502,11,1,369
502,11,9,553
502,11,9,940
503,11,9,404
503,11,9,581
504,11,1,235
504,11,9,346
505,11,9,31
505,11,9,223
505,11,9,732
505,11,1,770
9019,11,9,475
9019,11,9,500
9019,11,9,572
9020,11,1,100
9020,11,1,385
9020,11,1,395
9020,11,9,781
9020,11,9,940
9021,11,2,212
9021,11,1,315
9021,11,1,365
9021,11,9,452
9021,11,9,731
9021,11,3,900
9021,11,9,983
9022,11,1,92
9022,11,2,220
9022,11,9,680
9023,11,1,345
9023,11,9,432
9023,11,9,439
9023,11,9,461
9023,11,2,666
9024,11,8,600
9024,11,1,652
9025,11,9,56
9025,11,8,660
9025,11,9,983
9026,11,1,212
9026,11,3,315
9026,11,2,850
9027,11,9,338
9027,11,9,404
9028,11,9,223
9028,11,9,352
9028,11,1,770
9029,11,9,570
9029,11,9,701
9029,11,9,710
9030,11,9,490
9030,11,9,947
9031,11,9,223
9031,11,3,360
9031,11,9,411
9031,11,9,522
9032,11,1,40
9032,11,1,210
9032,11,9,411
9032,11,1,920
9033,11,1,93
9033,11,9,352
9033,11,9,367
9033,11,9,835
9034,11,8,290
9034,11,8,530
9034,11,9,732
9035,11,1,2
9035,11,9,115
9035,11,9,570
9035,11,2,850
9036,11,1,20
9036,11,9,232
9036,11,2,620
9036,11,9,781
9037,11,3,90
9037,11,3,95
9037,11,9,501
9037,11,9,694
9037,11,9,990
9038,11,1,220
9038,11,9,404
9038,11,9,522
9038,11,9,572
9038,11,9,760
9038,11,9,830
9039,11,1,235
9039,11,9,338
9039,11,1,345
9039,11,9,698
506,12,9,232
506,12,1,370
506,12,9,570
506,12,9,580
506,12,9,680
507,12,1,100
507,12,9,338
507,12,9,541
507,12,9,570
507,12,9,760
508,12,9,367
508,12,9,403
508,12,2,820
509,12,1,530
510,12,1,663
511,12,9,60
511,12,9,367
511,12,9,690
512,12,1,140
512,12,1,325
512,12,9,438
512,12,1,630
513,12,3,130
513,12,9,371
513,12,9,403
514,12,9,541
514,12,1,663
514,12,9,835
514,12,9,990
516,12,9,371
516,12,1,713
517,12,1,20
517,12,1,41
517,12,1,90
517,12,1,395
517,12,9,680
518,12,9,368
518,12,9,420
519,12,3,140
519,12,2,230
519,12,9,352
519,12,9,435
519,12,9,580
520,12,9,316
521,12,1,101
521,12,9,110
521,12,1,220
521,12,2,651
521,12,9,732
521,12,9,910
522,12,9,52
522,12,9,475
522,12,3,645
522,12,9,781
522,12,1,900
522,12,9,990
523,12,1,70
523,12,9,316
523,12,9,344
523,12,9,835
524,12,9,115
524,12,1,290
524,12,9,475
524,12,9,484
524,12,9,712
524,12,1,920
525,12,1,220
525,12,1,230
525,12,3,365
525,12,9,434
525,12,1,630
526,12,9,760
526,12,9,946
527,12,1,150
527,12,1,370
527,12,9,698
527,12,9,731
527,12,9,946
528,12,9,439
528,12,9,696
529,12,9,352
529,12,9,702
529,12,1,775
530,12,9,373
530,12,9,626
530,12,3,651
530,12,9,816
531,12,8,840
531,12,9,983
532,12,1,530
532,12,9,696
533,12,1,2
533,12,1,101
533,12,2,235
533,12,9,694
533,12,9,705
533,12,9,712
534,12,9,317
534,12,9,696
535,12,2,310
535,12,1,385
536,12,3,200
536,12,3,375
536,12,1,780
537,12,1,94
537,12,1,315
537,12,1,616
537,12,9,946
538,12,9,58
538,12,2,780
538,12,2,800
538,12,9,986
539,12,1,20
539,12,8,40
539,12,9,57
539,12,1,150
539,12,9,692
540,13,1,205
540,13,3,360
540,13,1,666
540,13,9,732
540,13,9,771
540,13,1,800
541,13,9,232
541,13,3,325
541,13,9,373
541,13,9,439
542,13,3,91
542,13,9,411
542,13,9,520
542,13,9,701
542,13,1,780
542,13,3,920
543,13,9,367
543,13,9,511
543,13,9,541
543,13,9,703
544,13,1,95
544,13,9,511
546,13,1,369
546,13,9,403
546,13,9,433
546,13,9,439
546,13,1,678
547,13,9,53
547,13,9,483
547,13,1,850
548,13,2,210
548,13,9,565
548,13,9,947
549,13,9,55
549,13,1,155
549,13,1,310
549,13,9,420
549,13,9,552
549,13,9,565
549,13,9,860
550,13,9,232
550,13,1,369
551,13,9,553
551,13,9,705
551,13,9,830
551,13,9,955
552,13,9,317
552,13,9,571
552,13,1,750
553,13,1,325
553,13,9,435
553,13,9,816
554,13,2,375
554,13,1,920
555,13,9,31
555,13,3,150
555,13,2,205
555,13,1,625
556,13,8,92
556,13,1,160
556,13,9,438
556,13,1,770
557,13,9,344
557,13,9,970
558,13,1,42
558,13,1,666
558,13,9,732
559,13,1,2
559,13,1,390
559,13,1,666
559,13,9,955
559,13,9,987
560,13,1,91
560,13,1,345
560,13,9,372
560,13,9,500
560,13,9,541
560,13,9,703
561,13,1,140
561,13,2,390
561,13,9,694
561,13,9,712
561,13,1,840
561,13,9,946
562,13,9,540
562,13,2,780
563,13,9,53
563,13,1,315
564,13,9,698
565,13,1,130
565,13,1,350
565,13,1,530
565,13,1,625
566,13,1,20
566,13,2,70
567,13,9,225
567,13,1,820
567,13,9,947
568,13,2,230
568,13,9,359
568,13,9,371
568,13,9,520
568,13,1,750
568,13,9,816
568,13,9,860
569,13,2,713
570,13,1,530
571,13,1,40
571,13,2,438
571,13,9,710
573,14,3,155
573,14,9,343
574,14,9,225
574,14,1,290
574,14,9,346
574,14,9,352
574,14,9,366
574,14,1,380
574,14,9,540
574,14,1,775
574,14,9,955
575,14,9,53
576,14,1,220
576,14,2,616
576,14,9,940
577,14,9,80
577,14,3,310
577,14,2,395
577,14,1,630
578,14,1,395
578,14,1,625
579,14,3,211
579,14,3,350
579,14,9,435
579,14,3,713
580,14,1,20
580,14,9,58
580,14,9,436
580,14,9,581
580,14,9,990
581,14,9,501
581,14,2,663
581,14,3,850
582,14,9,80
582,14,1,160
582,14,1,369
582,14,9,432
583,14,1,370
583,14,2,375
583,14,9,482
583,14,8,600
583,14,9,816
583,14,1,900
584,14,9,52
584,14,9,371
585,14,9,60
585,14,9,316
585,14,1,370
585,14,9,437
585,14,9,501
586,14,9,57
586,14,9,344
586,14,2,375
587,14,9,346
587,14,1,365
587,14,9,590
587,14,1,678
588,14,2,101
588,14,9,461
588,14,9,522
589,14,9,461
589,14,1,645
589,14,1,840
589,14,9,935
589,14,9,946
590,14,9,346
590,14,9,531
590,14,9,702
591,14,2,92
591,14,1,395
591,14,9,732
592,14,9,57
592,14,9,451
593,14,1,155
594,14,1,94
594,14,1,212
594,14,9,371
594,14,9,461
595,14,9,58
595,14,1,375
595,14,9,816
595,14,9,935
596,14,1,91
596,14,1,101
596,14,3,360
596,14,1,395
596,14,9,420
596,14,9,565
596,14,9,732
597,14,9,80
597,14,3,339
597,14,1,350
597,14,9,541
597,14,9,680
597,14,3,850
598,14,9,56
598,14,1,101
599,14,1,155
599,14,9,702
600,14,9,531
600,14,9,990
601,14,1,101
601,14,9,510
602,14,1,135
602,14,1,325
602,14,9,346
602,14,9,420
602,14,9,712
602,14,9,950
602,14,9,990
603,14,9,433
603,14,2,530
603,14,3,640
603,14,1,645
603,14,9,771
605,14,3,315
605,14,9,580
605,14,9,680
605,14,9,732
605,14,9,771
605,14,1,900
606,14,9,481
606,14,9,482
606,14,9,990
607,14,9,552
607,14,9,983
608,14,9,53
609,14,2,100
609,14,9,316
609,14,9,402
609,14,9,626
609,14,1,700
609,14,9,705
610,14,1,370
610,14,2,666
610,14,9,990
611,14,9,265
611,14,9,439
612,14,1,315
612,14,9,343
612,14,9,432
612,14,9,471
612,14,9,522
612,14,9,531
612,14,9,540
612,14,1,750
613,14,9,511
614,14,2,640
614,14,9,703
615,14,9,343
615,14,9,483
615,14,2,640
615,14,3,920
615,14,9,955
616,14,9,54
616,14,9,372
616,14,3,450
616,14,9,516
616,14,9,680
616,14,9,702
617,14,9,52
617,14,1,210
617,14,9,223
617,14,9,344
617,14,9,346
617,14,9,352
617,14,9,481
617,14,9,483
618,14,9,53
618,14,9,54
618,14,1,200
618,14,1,900
618,14,9,983
619,14,1,355
619,14,3,840
620,14,9,80
620,14,9,520
620,14,9,571
620,14,9,712
620,14,9,760
621,14,9,52
621,14,1,315
621,14,9,451
621,14,9,517
621,14,9,946
622,14,1,438
622,14,9,615
623,14,2,90
623,14,9,110
623,14,1,235
623,14,9,371
623,14,9,373
623,14,2,395
623,14,9,434
623,14,3,790
624,14,3,310
624,14,1,390
624,14,9,522
624,14,1,800
625,14,1,212
625,14,9,232
625,14,1,375
625,14,9,461
626,14,9,461
626,14,9,696
626,14,9,760
627,15,1,200
627,15,9,349
627,15,9,368
627,15,3,484
628,15,9,52
628,15,9,516
628,15,9,531
628,15,9,615
628,15,1,900
628,15,9,986
629,15,2,315
629,15,1,450
629,15,9,511
629,15,9,565
629,15,1,670
630,15,1,150
630,15,9,349
630,15,1,380
630,15,9,420
630,15,3,432
630,15,9,990
631,15,9,57
631,15,3,91
631,15,1,369
631,15,9,702
632,15,1,380
632,15,9,411
632,15,1,790
633,15,2,395
633,15,1,530
634,15,9,31
634,15,9,565
635,15,1,100
635,15,3,339
635,15,2,436
635,15,9,703
635,15,9,986
636,15,9,835
637,15,9,58
637,15,1,380
637,15,2,439
638,15,9,58
638,15,9,591
639,15,2,101
639,15,3,290
639,15,9,331
639,15,9,349
639,15,9,500
640,15,3,150
640,15,9,403
641,15,3,2
641,15,3,150
641,15,9,835
642,15,1,205
642,15,1,600
643,15,1,40
643,15,3,350
643,15,9,531
643,15,3,580
643,15,9,816
644,15,2,433
644,15,2,651
644,15,9,710
645,15,2,41
645,15,9,316
645,15,9,349
645,15,9,359
645,15,1,616
645,15,1,620
645,15,9,696
646,15,3,20
646,15,2,42
646,15,1,580
646,15,1,620
646,15,1,770
647,15,9,53
647,15,3,365
647,15,3,375
647,15,8,439
647,15,9,830
647,15,9,935
648,15,3,140
648,15,9,331
648,15,8,652
649,15,1,432
649,15,2,640
650,15,3,95
650,15,9,404
650,15,8,652
651,15,1,290
652,15,9,338
652,15,9,531
652,15,9,690
652,15,9,698
652,15,9,771
652,15,1,850
653,15,1,70
653,15,1,352
653,15,9,366
653,15,2,620
653,15,9,694
653,15,9,950
654,15,3,20
654,15,9,221
654,15,9,522
655,15,1,339
655,15,9,696
656,15,3,230
656,15,9,343
656,15,9,344
656,15,9,731
656,15,9,970
657,15,9,232
657,15,9,565
657,15,9,694
657,15,9,970
658,15,1,92
658,15,1,530
658,15,9,694
658,15,9,860
659,15,9,500
659,15,9,551
660,15,2,325
660,15,2,365
660,15,1,482
660,15,1,616
661,15,1,438
662,15,3,135
662,15,3,369
662,15,3,640
662,15,3,750
662,15,3,775
662,15,9,781
663,15,1,20
663,15,1,352
663,15,1,471
663,15,9,947
664,15,9,372
664,15,9,552
664,15,1,580
664,15,1,850
665,15,9,52
666,15,9,60
666,15,9,331
666,15,3,369
666,15,2,375
666,15,1,439
666,15,9,522
666,15,3,651
666,15,3,700
666,15,9,731
667,15,9,316
667,15,3,352
667,15,8,490
667,15,9,712
668,15,9,56
668,15,9,371
669,15,3,210
669,15,1,616
670,15,9,510
670,15,9,704
671,15,3,20
671,15,3,230
671,15,9,615
671,15,9,946
672,15,9,60
672,15,1,211
672,15,2,220
672,15,9,420
672,15,3,600
672,15,2,616
672,15,3,670
672,15,3,700
672,15,9,703
673,15,2,165
673,15,2,220
673,15,9,346
673,15,9,516
673,15,9,581
673,15,2,900
674,15,9,225
674,15,1,660
675,15,1,94
675,15,9,223
675,15,1,375
675,15,9,771
675,15,9,860
676,15,9,51
676,15,1,315
676,15,1,436
676,15,9,590
677,15,2,94
677,15,9,343
677,15,8,432
677,15,9,731
677,15,9,760
677,15,1,811
678,15,2,840
679,15,8,92
679,15,2,235
679,15,9,692
680,15,9,110
680,15,3,230
680,15,1,345
680,15,9,368
680,15,1,375
680,15,9,590
680,15,1,713
680,15,9,781
681,15,9,451
681,15,1,700
682,15,1,130
683,15,9,510
683,15,9,712
683,15,2,811
684,15,1,355
684,15,9,402
684,15,1,482
684,15,9,511
684,15,1,775
685,15,1,437
685,15,1,475
685,15,8,560
686,15,1,305
687,15,9,51
687,15,9,510
687,15,9,541
687,15,3,820
687,15,9,835
688,15,9,344
688,15,3,780
689,15,9,225
689,15,9,260
689,15,2,350
689,15,9,702
689,15,1,750
689,15,1,850
690,15,9,346
690,15,9,403
690,15,1,700
690,15,9,955
691,15,3,155
691,15,1,365
691,15,3,640
691,15,2,666
691,15,1,790
691,15,9,860
692,15,1,40
692,15,9,55
692,15,2,305
692,15,9,940
693,15,2,482
693,15,1,530
694,15,9,52
694,15,2,230
694,15,3,315
694,15,9,531
694,15,9,540
694,15,9,690
694,15,9,835
695,15,9,372
696,15,2,41
696,15,9,53
696,15,1,165
696,15,2,850
697,15,1,70
697,15,1,205
697,15,3,355
697,15,3,360
697,15,1,663
697,15,2,811
697,15,9,947
698,15,9,115
698,15,9,343
698,15,9,626
698,15,9,680
698,15,1,790
698,15,9,955
699,15,3,130
699,15,9,570
699,15,9,591
699,15,9,705
700,15,1,145
700,15,9,338
700,15,9,694
700,15,9,983
701,15,3,471
701,15,9,701
702,15,2,205
702,15,9,402
702,15,3,560
702,15,1,625
702,15,1,780
702,15,9,835
703,15,9,51
703,15,1,200
703,15,9,346
704,15,1,437
704,15,9,541
705,15,2,2
705,15,8,130
705,15,8,145
705,15,9,338
705,15,1,475
705,15,9,950
706,15,9,80
706,15,9,110
706,15,1,369
706,15,8,663
707,15,2,140
707,15,1,339
707,15,9,359
707,15,1,439
707,15,9,531
707,15,9,771
707,15,9,950
708,15,3,438
708,15,1,800
709,15,9,53
709,15,9,404
709,15,1,620
709,15,1,670
710,15,2,140
710,15,9,316
710,15,3,390
710,15,2,461
710,15,3,580
711,15,9,501
711,15,9,731
711,15,9,935
712,15,2,90
712,15,1,305
712,15,9,403
712,15,9,531
712,15,9,581
712,15,9,816
712,15,1,900
713,15,1,41
713,15,1,42
713,15,9,80
713,15,1,145
713,15,1,461
713,15,9,947
714,15,1,390
714,15,9,540
714,15,9,986
715,15,2,91
715,15,9,372
715,15,9,451
715,15,9,692
715,15,3,740
716,15,1,385
716,15,3,481
716,15,1,651
716,15,9,705
717,15,3,310
717,15,3,360
718,15,9,60
718,15,8,471
719,15,9,950
720,15,3,790
720,15,9,816
720,15,1,820
721,15,9,54
721,15,1,212
721,15,1,385
721,15,1,560
721,15,9,935
721,15,9,990
722,15,9,225
722,15,9,552
723,15,2,211
723,15,9,316
723,15,1,325
723,15,3,339
723,15,9,368
723,15,8,436
723,15,9,692
724,15,1,130
724,15,9,435
724,15,9,572
724,15,9,698
724,15,9,910
725,15,9,591
725,15,9,760
725,15,9,816
726,15,9,56
726,15,9,420
726,15,9,781
726,15,1,812
727,15,8,471
727,15,9,990
728,15,9,80
728,15,9,331
728,15,9,572
728,15,9,940
9040,15,1,530
9040,15,1,640
9041,15,2,315
9041,15,9,404
9041,15,8,484
9041,15,9,552
9041,15,1,630
729,16,1,130
729,16,9,540
729,16,9,615
730,16,9,359
730,16,2,620
731,16,9,58
731,16,3,434
732,16,1,95
732,16,9,115
733,16,1,305
733,16,9,571
733,16,1,820
734,16,9,541
734,16,2,811
735,16,9,565
735,16,9,947
736,16,1,145
736,16,3,355
737,16,3,290
737,16,9,510
738,16,1,90
738,16,1,150
738,16,1,155
738,16,9,260
738,16,9,411
738,16,1,490
739,16,2,95
739,16,2,101
739,16,9,316
739,16,9,420
739,16,9,551
739,16,1,651
739,16,1,712
740,16,2,2
740,16,1,369
740,16,9,371
740,16,9,541
740,16,9,553
740,16,1,670
740,16,1,840
741,16,2,150
742,16,9,58
742,16,9,349
743,16,3,325
744,16,1,310
744,16,9,331
744,16,1,435
744,16,1,483
744,16,9,590
744,16,9,690
745,16,9,317
745,16,1,651
745,16,2,850
746,16,1,100
746,16,1,385
746,16,1,678
747,16,1,20
747,16,9,522
748,16,3,315
748,16,9,368
748,16,3,850
748,16,9,860
749,16,3,235
749,16,9,338
749,16,9,516
749,16,1,625
749,16,9,987
750,16,9,52
750,16,9,516
750,16,9,551
750,16,9,710
750,16,9,987
751,16,3,375
751,16,9,591
751,16,9,760
752,16,3,2
752,16,3,145
752,16,9,403
752,16,1,670
753,16,3,205
753,16,9,368
753,16,1,600
753,16,1,645
754,16,1,91
755,16,2,95
755,16,3,220
755,16,2,305
755,16,9,331
755,16,8,520
756,16,9,51
756,16,1,145
756,16,3,355
756,16,1,580
757,16,9,265
757,16,9,373
757,16,9,540
757,16,3,616
757,16,9,760
757,16,9,955
757,16,9,983
758,16,3,212
758,16,2,439
758,16,2,450
758,16,3,640
759,16,3,93
759,16,3,95
759,16,3,230
759,16,2,360
759,16,3,900
760,16,1,200
760,16,2,483
760,16,9,516
761,16,9,60
761,16,3,160
761,16,3,211
761,16,9,540
761,16,9,572
761,16,3,840
762,16,9,57
762,16,1,350
762,16,9,372
762,16,8,434
762,16,9,940
763,16,9,31
763,16,2,92
763,16,2,150
763,16,2,375
763,16,9,517
763,16,9,531
763,16,9,732
764,16,1,95
764,16,1,290
764,16,1,352
765,16,1,305
765,16,2,339
765,16,8,436
766,16,1,20
766,16,2,140
766,16,1,451
766,16,9,540
766,16,2,660
767,16,1,520
767,16,9,522
768,16,9,56
768,16,1,350
768,16,1,432
768,16,9,771
768,16,9,970
769,16,9,692
770,16,9,225
770,16,1,712
771,16,2,432
771,16,9,541
771,16,9,731
771,16,9,781
771,16,9,830
772,16,9,223
772,16,1,360
772,16,1,475
773,16,9,500
773,16,1,520
773,16,1,780
774,16,3,41
774,16,3,220
774,16,2,812
775,16,9,346
775,16,2,370
775,16,9,615
775,16,1,640
775,16,3,651
775,16,3,652
776,16,1,380
776,16,1,490
776,16,9,517
776,16,9,680
776,16,9,694
777,16,1,2
777,16,1,135
777,16,1,385
777,16,9,565
777,16,9,698
777,16,2,780
778,16,3,90
778,16,8,484
778,16,9,511
779,16,1,2
779,16,9,52
779,16,3,339
779,16,1,439
779,16,9,522
779,16,9,590
779,16,2,713
779,16,1,780
779,16,9,860
780,16,1,130
780,16,2,660
781,16,1,640
781,16,9,703
782,16,1,145
782,16,2,475
782,16,2,530
782,16,9,710
783,16,1,150
783,16,1,770
783,16,9,830
784,16,9,31
784,16,3,200
784,16,9,265
784,16,1,625
785,16,9,516
785,16,9,572
786,16,9,58
786,16,2,100
786,16,9,317
786,16,9,531
787,16,9,338
787,16,9,411
787,16,9,571
787,16,1,770
788,16,9,260
788,16,9,517
788,16,1,850
789,16,2,475
789,16,1,560
789,16,1,713
790,16,9,31
790,16,9,54
790,16,1,100
790,16,9,553
790,16,1,645
791,16,2,70
791,16,2,220
791,16,9,331
791,16,9,591
792,16,9,53
792,16,2,305
792,16,9,373
792,16,9,553
792,16,9,970
793,16,3,2
793,16,2,616
793,16,9,704
794,16,9,223
795,16,9,404
795,16,1,625
796,16,9,344
796,16,2,483
797,16,2,2
797,16,9,54
797,16,1,210
797,16,1,365
797,16,9,565
797,16,1,651
797,16,9,702
798,16,9,710
799,16,1,310
799,16,1,471
799,16,9,511
799,16,9,531
799,16,1,620
799,16,9,816
800,16,9,338
800,16,1,740
800,16,9,986
801,16,2,92
801,16,1,310
801,16,1,481
801,16,9,553
801,16,9,565
801,16,2,900
802,16,9,110
802,16,9,696
802,16,9,910
803,16,1,369
803,16,9,946
9014,16,9,51
9014,16,2,212
9014,16,9,349
9014,16,9,581
9014,16,1,640
9014,16,9,692
9014,16,1,800
9014,16,1,840
9014,16,9,987
804,17,3,390
804,17,1,678
804,17,9,732
804,17,2,800
804,17,9,935
805,17,9,344
805,17,1,352
805,17,2,580
806,17,1,305
806,17,9,349
806,17,3,439
806,17,9,572
807,17,2,210
807,17,1,434
807,17,9,571
808,17,1,290
808,17,9,331
808,17,1,360
808,17,8,651
808,17,1,850
809,17,9,55
809,17,9,346
810,17,1,165
810,17,3,471
810,17,9,551
810,17,9,696
811,17,9,58
811,17,1,437
811,17,9,710
811,17,9,860
812,17,9,411
812,17,1,481
812,17,2,560
812,17,1,775
813,17,9,367
813,17,1,375
813,17,1,434
813,17,8,451
813,17,1,483
813,17,1,700
813,17,2,712
814,17,1,51
814,17,9,58
814,17,1,140
814,17,1,360
814,17,2,385
814,17,9,703
814,17,1,820
815,17,1,150
815,17,1,205
815,17,1,666
815,17,1,820
816,17,9,56
816,17,1,360
816,17,9,420
816,17,9,501
816,17,1,840
817,17,8,40
817,17,1,325
817,17,1,370
817,17,1,900
818,17,2,345
818,17,1,666
819,17,1,101
819,17,1,625
820,17,1,52
820,17,9,58
820,17,1,325
820,17,1,820
821,17,3,101
821,17,9,540
822,17,9,31
822,17,3,42
822,17,1,380
822,17,9,986
823,17,1,350
823,17,8,434
823,17,9,694
823,17,1,700
824,17,1,516
824,17,8,678
827,17,3,740
827,17,2,750
827,17,2,812
827,17,9,940
828,17,9,367
828,17,9,581
829,17,1,360
830,17,1,310
830,17,9,404
830,17,3,517
831,17,9,223
831,17,1,475
831,17,8,790
832,17,9,552
832,17,9,570
832,17,9,910
833,17,9,56
833,17,9,223
833,17,1,645
834,17,3,40
834,17,9,115
834,17,1,200
834,17,3,290
834,17,3,600
834,17,9,760
835,17,1,20
835,17,1,100
835,17,1,395
835,17,3,451
835,17,9,551
835,17,2,800
835,17,3,840
836,17,3,600
836,17,1,640
836,17,2,780
837,17,3,385
837,17,1,450
837,17,9,570
837,17,9,760
837,17,1,770
838,17,9,371
838,17,9,572
838,17,2,713
839,17,9,55
839,17,1,101
839,17,9,317
839,17,9,344
839,17,1,385
839,17,9,541
839,17,1,620
840,17,9,58
840,17,9,60
840,17,1,205
840,17,3,438
840,17,2,800
841,17,9,223
841,17,1,451
841,17,1,820
842,17,8,481
843,17,2,2
843,17,3,145
844,17,1,451
845,17,8,101
845,17,9,338
845,17,2,355
845,17,2,360
845,17,9,541
845,17,9,696
846,17,1,90
846,17,9,540
846,17,9,591
847,17,2,790
847,17,2,812
847,17,9,990
848,17,9,344
848,17,9,349
848,17,2,482
848,17,2,812
849,17,9,366
849,17,9,403
849,17,1,666
850,18,1,41
850,18,9,359
850,18,1,530
850,18,9,950
851,18,1,670
851,18,9,703
851,18,9,946
852,18,1,365
852,18,9,366
852,18,1,450
852,18,1,580
853,18,9,420
853,18,9,553
853,18,9,947
854,18,2,345
854,18,9,402
854,18,9,540
856,18,8,42
856,18,2,390
856,18,1,651
856,18,9,692
856,18,1,840
857,18,1,439
857,18,1,482
857,18,9,702
858,18,1,40
858,18,2,433
858,18,9,940
859,18,9,420
859,18,8,625
859,18,3,640
859,18,1,780
859,18,9,860
860,18,9,626
860,18,9,692
860,18,1,790
860,18,9,816
860,18,9,946
861,18,1,210
861,18,2,315
861,18,1,625
861,18,9,830
862,18,9,265
862,18,9,316
862,18,1,530
862,18,1,811
863,18,2,350
863,18,9,701
863,18,9,760
864,18,1,20
864,18,2,100
864,18,9,225
864,18,2,670
864,18,9,987
865,18,9,349
865,18,1,645
866,18,8,92
866,18,1,615
866,18,9,710
866,18,1,750
867,18,9,947
868,18,9,57
868,18,8,165
868,18,9,265
868,18,1,352
868,18,9,990
869,18,9,223
869,18,1,450
869,18,1,900
870,18,3,40
870,18,2,461
870,18,9,553
871,18,9,54
871,18,9,55
871,18,1,433
871,18,2,615
871,18,9,835
871,18,1,920
872,18,1,360
872,18,9,371
872,18,1,433
872,18,1,484
872,18,9,702
872,18,1,780
873,18,1,615
874,18,9,31
874,18,3,365
874,18,9,947
875,18,1,92
875,18,8,812
875,18,9,910
875,18,9,935
876,18,1,165
876,18,9,705
877,18,1,439
877,18,9,935
877,18,9,950
878,18,9,760
878,18,9,860
9015,18,9,225
9015,18,2,432
9016,18,1,90
9016,18,9,402
9016,18,2,483
9016,18,1,790
9016,18,9,816
9017,18,1,150
9017,18,9,710
879,19,3,155
879,19,3,666
879,19,3,770
880,20,9,31
880,20,2,70
880,20,9,694
880,20,9,705
880,20,8,790
880,20,9,986
881,20,9,31
881,20,3,235
881,20,9,346
881,20,9,771
882,20,2,305
882,20,1,350
882,20,9,372
882,20,1,461
882,20,9,591
882,20,9,701
882,20,9,835
883,20,9,540
883,20,1,750
883,20,9,940
884,20,1,2
884,20,1,135
884,20,1,660
884,20,2,781
885,20,3,20
885,20,9,58
885,20,3,212
885,20,9,260
885,20,9,316
885,20,3,436
885,20,3,713
886,20,1,325
886,20,1,920
887,20,9,626
888,20,1,640
888,20,1,690
888,20,9,816
888,20,9,935
889,20,9,60
889,20,9,331
889,20,2,369
889,20,1,437
889,20,1,481
889,20,9,680
890,20,1,432
890,20,1,553
890,20,9,955
890,20,9,983
891,20,9,366
891,20,1,530
891,20,9,910
892,20,9,317
892,20,9,540
892,20,8,830
893,20,9,344
893,20,1,475
893,20,8,483
893,20,2,516
894,20,9,331
894,20,1,781
895,20,1,150
895,20,1,350
895,20,9,955
896,20,2,210
896,20,9,221
896,20,1,451
896,20,1,551
896,20,9,947
897,20,9,31
897,20,9,225
897,20,1,438
897,20,9,581
897,20,1,640
898,20,9,57
898,20,9,703
898,20,9,947
899,20,1,517
899,20,9,552
899,20,9,698
899,20,3,800
900,20,9,570
901,20,9,56
901,20,1,370
901,20,1,385
901,20,9,692
901,20,1,780
902,20,9,581
903,20,1,452
903,20,1,461
903,20,1,553
904,20,9,31
904,20,9,265
904,20,1,369
904,20,1,395
904,20,9,404
904,20,1,433
904,20,1,471
904,20,9,698
905,20,1,471
906,20,9,368
906,20,2,775
907,20,2,92
908,20,9,55
908,20,9,910
909,20,9,55
909,20,8,551
909,20,9,704
910,20,9,54
910,20,9,317
910,20,3,395
910,20,1,520
910,20,9,581
911,20,3,2
912,20,3,160
912,20,9,626
912,20,9,704
913,20,9,511
914,20,9,225
914,20,1,355
914,20,1,482
915,20,2,220
916,20,9,55
